date,domain,source_ip,source_port,destination_ip,destination_port,status,prediction
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:08:59,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:00,,216.58.200.234,443,192.168.1.193,63073,ALLOW,Normal
2024-04-18 19:09:00,,216.58.200.234,443,192.168.1.193,63073,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:00,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:01,,216.58.200.234,443,192.168.1.193,63075,ALLOW,Normal
2024-04-18 19:09:01,,216.58.200.234,443,192.168.1.193,63075,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:01,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:02,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:02,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:02,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:02,,20.213.196.214,443,192.168.1.193,64314,ALLOW,Normal
2024-04-18 19:09:03,,20.213.196.214,443,192.168.1.193,64314,ALLOW,Normal
2024-04-18 19:09:04,,20.213.196.214,443,192.168.1.193,64314,ALLOW,Normal
2024-04-18 19:09:04,,20.213.196.214,443,192.168.1.193,64314,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:04,,20.213.196.214,443,192.168.1.193,64314,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:04,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:05,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:05,,52.178.17.234,443,192.168.1.193,64312,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,20.189.173.17,443,192.168.1.193,64318,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:06,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:07,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:08,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:09,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:10,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:11,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:11,,37.48.89.208,4836,192.168.1.193,64320,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:12,,37.48.89.208,4836,192.168.1.193,64320,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:12,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:13,,37.48.89.208,4836,192.168.1.193,64320,ALLOW,Normal
2024-04-18 19:09:14,,159.180.249.19,12350,192.168.1.193,64321,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:14,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:15,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:16,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:17,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:17,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:17,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:17,,162.159.135.234,443,192.168.1.193,63081,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63169,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
2024-04-18 19:09:18,,39.109.154.159,14006,192.168.1.193,63172,ALLOW,Normal
